Organization URL,Organization Name,Last Funding Type,Full Description,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Operating Status,Estimated Revenue Range,Diversity Spotlight (US Headquarters Only),Headquarters Regions,Exit Date,Closed Date,Company Type,Website,Facebook,LinkedIn,Twitter,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Industry Groups,Number of Founders,Founders,Number of Employees,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Equity Funding Amount,Last Equity Funding Type,Total Equity Funding Amount,Total Funding Amount,Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),IPO Status,IPO Date,Delisted Date,Money Raised at IPO,Valuation at IPO,Stock Symbol,Stock Exchange,Number of Events,Last Leadership Hiring Date,Last Layoff Mention Date,Similar Companies,Tags,Number of Private Notes,Date of Most Recent Valuation,Most Recent Valuation Range,IT Spend,Most Popular Trademark Class,Most Popular Patent Class,Trademarks Registered,Patents Granted,Total Products Active,Downloads Last 30 Days,Number of Apps,Active Tech Count,Monthly Visits,Average Visits (6 months),Visit Duration,Monthly Visits Growth,Visit Duration Growth,Page Views / Visit,Page Views / Visit Growth,Bounce Rate,Bounce Rate Growth,Global Traffic Rank,Monthly Rank Change (#),Monthly Rank Growth,Contact Job Departments,Number of Contacts,Number of Private Contacts,Transaction Name,Acquired by,Announced Date,Price,Acquisition Type,Acquisition Terms,CB Rank (Organization),CB Rank (School),Trend Score (7 Days),Trend Score (30 Days),Trend Score (90 Days)
https://www.crunchbase.com//organization/healthtensor, Regard ,Series A,Regard provides an intelligent platform that ensures diagnoses and reduces coding queries and medicine. Their AI-backed system recommends diagnoses and eliminates administrative support for patient care. They also support stakeholders across the health system., Artificial Intelligence  Electronic Health Record (EHR)  Health Care  Machine Learning  Software, Los Angeles  California  United States,Regard uses AI to automatically diagnose patients and generate accurate notes for doctors to improve patient care and reduce burnout.,65 154,2017,Active,$1M to $10M, — , Greater Los Angeles Area  West Coast  Western US,—,—,For Profit, withregard.com ,—,https://www.linkedin.com/company/regard-technologies,https://twitter.com/RegardApp,hello@withregard.com,—,27, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Health Care  Science and Engineering  Software,3, Eli Ben-Joseph  Nate Wilson  Thomas Moulia,11-50,4,Early Stage Venture,Jun 29  2022,$15 300 000,$15 300 000,Series A,$20 300 000,$20 420 000, Techstars  Right Side Capital Management  Foundry Group  Calibrate Ventures  TenOneTen Ventures,4,13,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,7, — ,—,—,—,—,—,—,0,2,—,—,3,16,494,3 522.5,0,-42.69%,-26.67%,1,-33.33%,100%,100%,6 759 152,1 740 756,34.69%, Engineering  Finance  Management  Marketing  Operations,18,—,—,—,—,—,—,—,65 646,—,0,0.8,-0.4
https://www.crunchbase.com//organization/dscribe, Agently.com ,Seed,Agently helps real estate agents grow their business online.We enable agents to easily launch ads  automate social media posting  build websites and generate listing descriptions with AI.Virtual mentor tracks progress and creates accountability to help agents hit their sales goals., Artificial Intelligence  Property Management  Real Estate  Real Estate Investment  Residential  SaaS, San Jose  California  United States,Agently is an AI-powered mentor that helps real estate agents close more deals through task-based learning and workflow automation.,65 268,Mar 2020,Active,—, — , San Francisco Bay Area  Silicon Valley  West Coast,—,—,For Profit, agently.com ,https://www.facebook.com/agentlycom,https://www.linkedin.com/company/agentlycom,—,maxim@agently.com,+1 (415) 801 6550,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Financial Services  Real Estate  Science and Engineering  Software,1, Maxim Grebenuk,1-10,2,Seed,Oct 15  2021,$400 000,$400 000,Seed,$400 000,$400 000, Overkill Ventures  Startup Lab  Iskra Ventures,1,3,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,9, — ,—,—,—,—,—,—,—,—,—,—,—,39,2 563,12 165.17,6,1 390.12%,-94.01%,1.39,38.67%,61.33%,-38.67%,3 553 678,-4 149 736,-53.87%, Medical & Science,1,—,—,—,—,—,—,—,65 762,—,0,0.7,-0.3
https://www.crunchbase.com//organization/aquaai, Aquaai ,Seed,Aquaai protects marine & fresh waterways by providing data for risk management. Aquaai is both a software (data) and hardware (underwater robot / drone) B2B company. Our unique bio-inspired robotic technology is a specialized fishlike Autonomous Underwater Vehicle that collects visual and environmental data then delivers the data in real-time to an online dashboard offering customers an end-to-end solution we call FaaS fish-as-a-service. Our system is designed for the 21st century of climate issues  which is to reduce the expense that goes into collecting and tracking environmental data. Aquaai's offers the first affordable AUV  Nammu  that looks and swims like fish to unobtrusively collect data. The fishlike design uses energy efficient fin propulsion to immerse with the natural habitat and swim up close for superior data acquisition. Nammu operates semi-autonomously using GPS waypoints  computer vision and artificial intelligence for navigation. Loaded with off-the-shelf cameras and sensors  Nammu is built modular for easy maintenance  deployment and scalability. Data sets accessed on the Aquaai Control System allow the customer to make smart decisions  mitigate risks and preserve the environment. The Aquaai team is formed by highly qualified international professionals., Aquaculture  Artificial Intelligence  B2B  Computer Vision  Drones  Hardware  Machine Learning  Marine Technology  Predictive Analytics  Software, San Diego  California  United States,Aquaai provides risk management to blue economy industries that seek affordable tools to grow and operate sustainable.,65 357,Aug 21  2014,Active,Less than $1M, Hispanic / Latine Founded  Women Founded, Greater San Diego Area  West Coast  Western US,—,—,For Profit, aquaai.com/ ,https://www.facebook.com/Aquaai,https://www.linkedin.com/company/aquaai-corp/,https://twitter.com/aquaaicorp,info@aquaai.com,—,1, —,—,—, —, —, Agriculture and Farming  Artificial Intelligence  Consumer Electronics  Consumer Goods  Data and Analytics  Hardware  Other  Science and Engineering  Software,3, Doug Vargas  Liane Thompson  Simeon Pieterkosky,1-10,4,Seed,Mar 5  2021,—,—,Seed,$1 240 000,$1 240 000, Creative Destruction Lab (CDL)  Boost VC  Backstage Capital,—,3,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,4, — ,—,—,—,$19 141,Vehicles,Ships Or Other Waterborne Vessels; Related Equipment,4,2,12,—,—,31,280,—,0,—,—,1,—,100%,—,7 252 537,—,—, Engineering  Management  Operations,3,—,—,—,—,—,—,—,65 852,—,0,0.6,-0.3
https://www.crunchbase.com//organization/inspira-ai-corp, Inspira AI Corp. ,Seed,AI Productivity Software company located at 10700 Lemon Creek Loop  Unit 102 Englewood FL  34224, Artificial Intelligence  Software, Los Angeles  California  United States,AI Productivity Software services,65 614,Nov 1  2021,Active,$1M to $10M, — , Greater Los Angeles Area  West Coast  Western US,—,—,For Profit, inspira.ai ,—,—,—,webmaster@inspira.ai,323-987-7754,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software,1, Benny Traub,11-50,3,Seed,Jul 1  2023,$110 000,$110 000,Seed,$509 650,$509 650, Benjamin Traub  Benny Traub  Carmen Traub,1,3,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,—, — ,—,—,—,—,—,—,—,—,—,—,—,3,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,66 112,—,-0.1,-0.7,9.1
https://www.crunchbase.com//organization/paradata-2, Paradata ,Series B,Paradata is a big data artificial intelligence platform that has won the Gartner Cool Vendor award for 2016. Right now we are classifying and fingerprinting tens of millions of electronic parts & prices for the supply chain using our neural net and Spark pipeline. We make that data trusted  provide verified insights  and executable actions. We solve problems for our customers that they have been unable to do in the past without extensive analysis—we are disruptive and sticky.Since 2013  Paradata's big data analytics solutions have enabled customers with global supply chains in a variety of industries to make informed actions based on trusted data. This translates into decreased costs  risks  lead times  and increased compliance for their business. Because every business has a supply chain  this is a large and lucrative market. Paradata has grown fast in a short period of time., Artificial Intelligence  Big Data  Business Intelligence  Machine Learning  Procurement  Supply Chain Management, San Jose  California  United States,Paradata finds  verifies  and fixes the weak links in your supply chain before they occur.,65 768,Jun 1  2009,Active,Less than $1M, — , San Francisco Bay Area  Silicon Valley  West Coast,—,—,For Profit, www.paradata.io ,https://www.facebook.com/paradata.io,https://www.linkedin.com/company/paradata,https://twitter.com/paradata_io,info@paradata.io,+1 (408) 791-2070,4, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software  Transportation,2, Scott Slinker  Tim Connors,11-50,3,Early Stage Venture,Aug 9  2019,$5 341 400,$5 341 400,Series B,$25 830 827,$25 830 827, PivotNorth Capital  SAP.iO  Richmond Global Ventures,2,3,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,4, — ,—,Mar 23  2017,$10M to $50M,$135 335,—,Computing; Calculating,0,3,26,—,—,23,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,66 268,—,-0.1,-0.3,-0.4
https://www.crunchbase.com//organization/lionshare-media, Thin/Air™ ,Seed,"ThinAir is a next-gen media platform for creators and global youth culture.   ThinAir transforms media into ""Collective Reality"" experiences that directly connect creators and communities in the real  digital and virtual worlds.  ThinAir harnesses the the power of AI  Web3.0 and 5G to deliver blazingly fast video  livestreams and immersive media experiences and curate content on a real-time  hyper-local and personal basis.  It provides creators with far greater control of their digital IP  assets  rights  community standards  data  engagement  pricing  business rules  revenue share and ROI.  ThinAir", Advertising  Apps  Artificial Intelligence  Media and Entertainment  Mobile  Software  Video Streaming, Los Angeles  California  United States,Next-Gen Media Platform for Creators and Global Youth Culture,66 634,Dec 15  2021,Active,$1M to $10M, Women Founded  Women Led, Greater Los Angeles Area  West Coast  Western US,—,—,For Profit, www.thinair.ai ,—,—,—,susan@thinair.ai,6094396500,—, —,—,—, —, —, Advertising  Apps  Artificial Intelligence  Content and Publishing  Data and Analytics  Media and Entertainment  Mobile  Sales and Marketing  Science and Engineering  Software  Video,2, Peter Dikhazi  Susan Brazer,1-10,1,Seed,Dec 15  2021,$3 240 000,$3 240 000,Seed,$3 240 000,$3 240 000, Susan Brazer  Charles La  Robert Blake,—,3,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,10, — ,—,—,—,—,—,—,—,—,—,—,—,13,—,—,—,—,—,—,—,—,—,—,—,—, Management  Marketing,2,—,—,—,—,—,—,—,67 149,—,-0.2,-0.2,0.1
https://www.crunchbase.com//organization/tiger-analytics, Tiger Analytics ,—,Tiger Analytics is a boutique consulting company focusing on data analytics and predictive modeling in some of the high growth areas such as retail  social media  and online advertising. We are a strong team of data scientists and business consultants with in-depth knowledge and experience solving data related problems -- social media analytics  customer insights  customer analytics  forecasting  inventory and promotion planning  scheduling  pricing and revenue management. Through our understanding of businesses  coupled with expertise in advanced quantitative frameworks and state-of-the-art technologies  we help our clients take decisions in a scientific manner. Data Sciences: Econometrics  Bayesian Statistics  Optimization  Machine Learning  Artificial Intelligence  Natural Language Processing Select Methodologies: Linear/Nonlinear/Logistic Regressions  Time-Series models  Linear Programming  Latent Class methods  MCMC methods  Structural Equation models  Neural Networks  Support Vector Machines  Discrete Choice models  Hierarchical Bayes models etc. Tools / Technologies: R  SAS  MATLAB  SPSS  CPLEX  GAMS  Gauss  Python  C++  Java  PHP  MySQL  VBA  Tableau  Spotfire  and several other open source tools We are headquartered in Santa Clara  CA  with additional offices in Chicago  Illinois and Chennai  India., Advertising  Analytics  Big Data  Consulting  Machine Learning  News, San Jose  California  United States,Tiger Analytics offers data analytics and predictive modeling solutions for retail  social media  and online advertising sectors.,66 756,2010,Active,$100M to $500M, — , San Francisco Bay Area  Silicon Valley  West Coast,—,—,For Profit, www.tigeranalytics.com ,http://www.facebook.com/Tiger-Analytics/340928376028871,http://www.linkedin.com/company/2010798,http://twitter.com/TigerAnalytics,info@tigeranalytics.com,408-508-4430,7, —,—,—, —, —, Advertising  Artificial Intelligence  Content and Publishing  Data and Analytics  Media and Entertainment  Professional Services  Sales and Marketing  Software,1, Mahesh Kumar,251-500,—,—,—,—,—,—,—,—, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,5,—,—,30, — ,—,—,—,$28 317,—,—,—,—,19,—,—,49,58 229,47 086.83,1 055,-24.02%,717.83%,1.62,-17.38%,66.39%,483.91%,600 822,167 716,38.72%, Engineering  Finance  Human Resources  Information Technology  Management  Marketing  Medical & Science  Operations  Pro Services  Product  Sales,291,—,—,—,—,—,—,—,67 271,—,-0.2,-0.6,0.3
https://www.crunchbase.com//organization/ponddy-education, Ponddy Education ,Series A,Create and commercialize the most effective life-long learning solutions  integrating machine learning technologies with exciting self-learning materials and live teachers  individually personalized for various age groups and professions across the globe., E-Learning  Education  Information Technology  Internet  Machine Learning, San Jose  California  United States,personalized language learning company based in San Jose.,66 841,2015,Active,Less than $1M, — , San Francisco Bay Area  Silicon Valley  West Coast,—,—,For Profit, chinese.ponddy.com ,https://www.facebook.com/pg/ponddyeducation/about/?ref=page_internal,https://www.linkedin.com/company/ponddy/?originalSubdomain=in,https://twitter.com/ponddyeducation,—,+886 2 2218 1211,1, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Education  Information Technology  Internet Services  Software,1, Franz Chen,101-250,1,Early Stage Venture,Mar 8  2018,$6 000 000,$6 000 000,Series A,$6 000 000,$6 000 000, Chenco Holding  Osnaburge Ventures  MIC Ponddy AR Fund,1,3,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,5, — ,—,—,—,$21 805,Scientific and technological services,Computing; Calculating,4,2,13,0,2,1,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,67 356,—,0,0.3,-0.1
https://www.crunchbase.com//organization/patternex, PatternEx ,Venture - Series Unknown,When your goal is to bring Artificial Intelligence to InfoSec  you better have the skills to back it up. Knowing the scope of the problem we were attacking  we set about identifying and recruiting the top minds in four key areas:  Artificial Intelligence  distributed systems  operational security  and go-to-market. This team and the advances in information technology that they have produced-- Active Contextual Modeling--are changing the world of information security. For the better., Artificial Intelligence  Information Technology  Machine Learning  Security  Software, San Jose  California  United States,PatternEx combines the power of humans and machines into an AI system that detects cyber threats at scale and in real time.,67 188,2013,Active,$1M to $10M, South Asian Founded  South Asian Led, San Francisco Bay Area  Silicon Valley  West Coast,—,—,For Profit, patternex.com/ ,https://www.facebook.com/patternex,https://www.linkedin.com/company/patternex,https://twitter.com/patternex,info@patternex.com,(408)416-5322,1, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Information Technology  Privacy and Security  Science and Engineering  Software,4, Costas Bassias  Kalyan Veeramachaneni  Uday Veeramachaneni  Vamsi Korrapati,11-50,3,—,Aug 1  2018,—,—,Venture - Series Unknown,$7 800 000,$7 800 000, Khosla Ventures  SixThirty  Monta Vista Capital  SLOKI88 slot gampang maxwin x500  Maxim Ventures,2,6,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,6, — ,—,Jul 26  2016,$10M to $50M,—,Scientific and electric apparatus and instruments,Electric Communication Technique,0,1,19,—,—,13,—,—,—,—,—,—,—,—,—,—,—,—, Management  Operations,2,—,—,—,—,—,—,—,67 706,—,0,-0.2,-0.2
https://www.crunchbase.com//organization/edgemesh-corporation, Edgemesh Corporation ,Seed,Edgemesh is an enterprise-grade web acceleration plugin that enables websites to run 2-10x faster. It uses an AI platform that learns the navigation patterns of visitors in real-time and allows their browser to dynamically pre-cache content. The company was founded in 2016 and is headquartered in Los Angeles  California., Artificial Intelligence  Content Delivery Network  Delivery  Web Development, Los Angeles  California  United States,Edgemesh provides an enterprise-grade web acceleration platform for e-commerce brands.,67 383,2016,Active,Less than $1M, — , Greater Los Angeles Area  West Coast  Western US,—,—,For Profit, edgemesh.com ,—,https://www.linkedin.com/company/edgemesh-corporation/,https://twitter.com/edgemeshinc,sales@edgemesh.com,—,27, —,—,—, —, —, Administrative Services  Artificial Intelligence  Content and Publishing  Data and Analytics  Science and Engineering  Software,1, Jacob Loveless,1-10,2,Seed,May 30  2021,—,—,Seed,$500 000,$500 000, Jock Percy  Jacob Loveless,—,2,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,4, — ,—,—,—,—,—,—,—,—,12,—,—,475,1 610,9 633.33,0,-81.94%,8 227.78%,1,-37.68%,100%,22.07%,4 306 575,2 449 953,131.96%, Engineering  Finance  Management  Operations,7,—,—,—,—,—,—,—,67 903,—,-0.1,1.5,0.1
https://www.crunchbase.com//organization/next-future-of-transportation, NEXT Future Transportation ,Seed,NEXT Future Transportation is a Robotics and AI startup that is developing a modular  autonomous  electric vehicle (“Pod”)  and the supporting Operating System required to bring its “Transportation-as-a-Service” solutions to the municipal transit and logistics market at scale.NEXT is unique in that its modular vehicle platform allows individual pods to connect in motion and form a fleet  allowing the internal space of the fleet to be utilized beyond that of a bus or rail vehicle. NEXT’s modular platform enables autonomous distribution of parcels amongst connected pods  thus significantly optimizing final-mile delivery., Artificial Intelligence  Autonomous Vehicles  Computer Vision  Last Mile Transportation  Logistics  Machine Learning  Public Transportation  Robotics  Smart Cities  Transportation, San Jose  California  United States,Designs  manufactures  and distributes advanced electric vehicles and robotic systems transportation and logistics,67 797,Feb 27  2015,Active,$1M to $10M, — , San Francisco Bay Area  Silicon Valley  West Coast,—,—,For Profit, www.next-future-mobility.com ,https://www.facebook.com/next.future.transportation?fref=ts,https://www.linkedin.com/company/next-future-transportation?trk=company_logo,https://twitter.com/NEXTfutureT,info@get-next.com,+1 (408) 256-2765,2 870, —,—,2, —, —, Artificial Intelligence  Data and Analytics  Hardware  Real Estate  Science and Engineering  Software  Transportation,2, Emmanuele Spera  Tommaso Gecchelin,11-50,2,Seed,Jan 20  2018,$1 150 000,$1 150 000,Seed,$1 240 100,$1 240 100, StartEngine  RTA  TURN8,—,3,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,19,—,—,25, — ,—,—,—,—,—,Land Vehicles For Travelling Otherwise Than On Rails,0,1,11,—,—,8,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,68 323,—,-0.2,-0.4,-0.2
https://www.crunchbase.com//organization/makedashy, MakeDashy ,Seed,—, Artificial Intelligence  Business Intelligence  Sales, San Jose  California  United States,MakeDashy AI based business tools analyzes customer lifecycle values  retention rates to increase customer loyalty.,68 412,2020,Active,—, — , San Francisco Bay Area  Silicon Valley  West Coast,—,—,For Profit, www.makedashy.com/ ,https://www.facebook.com/fridayslab,https://www.linkedin.com/company/fridayslab/,—,info@FridaysLab.com,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Sales and Marketing  Science and Engineering  Software,—, — ,11-50,2,Seed,Oct 19  2022,₩1 600 000 000,₩1 600 000 000,Seed,₩2 200 000 000,₩2 200 000 000, Kakao Ventures  Balon Capital  Primer Saje,1,3,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,8, — ,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,68 944,—,-0.2,-0.3,-0.2
https://www.crunchbase.com//organization/ai4all-b700, AI4ALL ,Grant,AI4ALL is a nonprofit working to increase diversity and inclusion in artificial intelligence. They create pipelines for underrepresented talent through education and mentorship programs around the U.S. and Canada that give high school students early exposure to AI for social good. Their vision is for AI to be developed by a broad group of thinkers and doers advancing AI for humanity’s benefit., Artificial Intelligence  Education  Non Profit, Oakland  California  United States,AI4ALL is a nonprofit working to increase diversity and inclusion in artificial intelligence. ,68 708,2017,Active,—, Women Founded  Women Led, San Francisco Bay Area  West Coast  Western US,—,—,Non-profit, ai-4-all.org/ ,https://www.facebook.com/ai4allorg/,https://www.linkedin.com/company/ai4allorg/,https://twitter.com/@ai4allorg,contact@ai-4-all.org,—,2, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Education  Other  Science and Engineering  Software,3, Fei-Fei Li  Olga Russakovsky  Rick Sommer,1-10,2,—,Feb 18  2021,$500 000,—,—,—,$1 500 000, Google.org  Patrick J. McGovern Foundation,2,2,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,11, — ,—,—,—,$119 897,Education; entertainment,—,3,0,12,—,—,37,5 048,6 149.5,124,6.84%,1 966.67%,1.61,41.5%,58.64%,-32.02%,2 707 197,71 938,2.73%, Finance  Human Resources  Information Technology  Management  Medical & Science  Operations  Pro Services  Product  Sales,23,—,—,—,—,—,—,—,69 245,—,1.2,0.2,2.1
https://www.crunchbase.com//organization/powerscout, PowerScout ,Venture - Series Unknown,PowerScout is an AI-driven marketplace for smart home improvement.  Technology-enabled smart home improvement  which includes efficiency-focused upgrades such as solar power  electric storage  electric vehicle charging  energy efficient heating  cooling and windows and water efficient appliances  represent the fastest growing segment within the $328Bn U.S. home improvement market.   This segment is expected to reach $110Bn in annual revenues in 2021.PowerScout leverages artificial intelligence and 100Bn data points to model savings to help consumers understand their smart home improvement options and let them purchase with confidence by providing value-added content and competitive bids from a curated list of best-in-class installation service providers.  PowerScout aims to make consumer decisions around smart home improvement as easy as Credit Karma made finding the perfect credit card.PowerScout is founded by a veteran team with deep experience in digital marketing  data science and software engineering.    PowerScout is the recipient of two large grants from the U.S. Department of Energy. , Artificial Intelligence  Big Data  Consumer Software  E-Commerce  Energy  Home Improvement  Internet of Things  Machine Learning  Marketplace  Smart Building, Oakland  California  United States,PowerScout is an AI-enabled Marketplace for Smart Home Improvement,68 938,Apr 2015,Active,Less than $1M, — , San Francisco Bay Area  West Coast  Western US,—,—,For Profit, powerscout.com/ ,https://www.facebook.com/mypowerscout/,https://www.linkedin.com/company/powerscout,https://twitter.com/mypowerscout,hello@powerscout.com,1(650)999-9900,1, —,—,—, —, —, Artificial Intelligence  Commerce and Shopping  Data and Analytics  Energy  Internet Services  Real Estate  Science and Engineering  Software,2, Attila Toth  Kumar Dhuvur,11-50,6,—,Dec 3  2018,$12 837 000,$12 837 000,Venture - Series Unknown,$14 324 500,$17 074 500, US Department of Energy  Plug and Play Ventures,—,2,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,9, — ,—,—,—,—,Scientific and technological services,Computing; Calculating,4,1,19,—,—,27,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,69 477,—,-0.1,-0.3,-0.2
https://www.crunchbase.com//organization/immersion-neuroscience, Immersion Neuroscience ,Seed,Immersion Neuroscience is a software platform that predicts what motivates the user's audience to action. Immersion is a SaaS platform that measures attention and the unconscious emotional response we all have to compelling content and predicts future actions with 80% accuracy. The company started with an idea that there was a neurochemical called oxytocin that motivated human social behavior., Predictive Analytics  SaaS  Software, Los Angeles  California  United States,Immersion Neuroscience is a software platform that predicts what motivates the user's audience to action.,68 983,2017,Active,Less than $1M, — , Greater Los Angeles Area  West Coast  Western US,—,—,For Profit, www.getimmersion.com/ ,https://www.facebook.com/Immersion-Neuroscience-201449820475653/,https://www.linkedin.com/company/immersion-neuroscience/,https://twitter.com/ImmersionNeuro,—,—,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Software,2, Daniel Kraft  Paul Zak,1-10,1,Seed,Dec 10  2020,$1 000 000,$1 000 000,Seed,$1 000 000,$1 000 000, — ,—,—,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,2, — ,—,—,—,—,—,—,—,—,—,27,4,10,—,—,—,—,—,—,—,—,—,—,—,—, Management  Operations,5,—,—,—,—,—,—,—,69 522,—,-0.2,0,0
https://www.crunchbase.com//organization/camereye, CamerEye ,Seed,CamerEye provides swimming pool safety with the fastest AI pool distress detection to help save lives., Artificial Intelligence  Software  Swimming, San Diego  California  United States,CamerEye provides swimming pool safety with the fastest AI pool distress detection to help save lives.,71 240,2020,Active,—, — , Greater San Diego Area  West Coast  Western US,—,—,For Profit, camereye.ai/ ,https://www.facebook.com/camereye,https://www.linkedin.com/company/camereye/,—,info@camereye.ai,+1 800-906-2810,—, —,—,—, —, —, Artificial Intelligence  Data and Analytics  Science and Engineering  Software  Sports,—, — ,1-10,1,Seed,Jan 24  2022,$1 100 000,$1 100 000,Seed,$1 100 000,$1 100 000, San Diego Sports Innovators,—,1,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,10, — ,—,—,—,—,—,—,—,—,—,—,1,5,—,—,—,—,—,—,—,—,—,—,—,—, Management  Pro Services,2,—,—,—,—,—,—,—,71 811,—,-0.1,-0.5,-0.4
https://www.crunchbase.com//organization/faceter, Faceter ,Initial Coin Offering,"Faceter is a video surveillance and security platform based on artificial vision technology and an approach that involves analyzing the chain of events happening in the frame and responding to them. We call it ""the event-based security model"".Most of the video surveillance software products currently available on the market operate in two categories: time of recording and source. This means a user can only see what was recorded at a particular time frame on each of the installed cameras.Faceter makes video surveillance systems much more capable by adding face recognition technology. Faceter can build a list of office workers  family members  restaurant patrons; generate a report on who was detected and when  in the cameras' scope; find each occurrence of a specific person at a specific location and retrieve specific records from the archive.Faceter can be taught to respond to certain events. For example  the system can send SMS to parents when their child arrives from school  and transmit information to integrated systems via available APIs. It could be a smart house management platform that will send a command to warm up food in the microwave. In the next two years we will make Faceter support protocols for several leading smart house platforms and standard callback APIs.When integrated with urban services  Faceter can be configured to perform specific actions  such as sending alerts to 911 if there are signs of violence or incipient crime.", Analytics  Artificial Intelligence  Facial Recognition  Machine Learning  SaaS  Security  Smart Building  Smart Home, San Jose  California  United States,Intelligent Software for Smarter Surveillance  based of facial recognition and video stream real time analysis  is distributed as SaaS,71 708,Jan 8  2014,Active,$1M to $10M, — , San Francisco Bay Area  Silicon Valley  West Coast,—,—,For Profit, fog.faceter.cam ,https://www.facebook.com/FaceterOfficial/,https://www.linkedin.com/company/18415519/,http://twitter.com/FaceterOfficial,paul@faceter.io,—,3, —,—,—, —, —, Artificial Intelligence  Consumer Electronics  Data and Analytics  Privacy and Security  Real Estate  Science and Engineering  Software,2, Robert Pothier  Vladimir Tchernitski,11-50,1,—,Feb 7  2018,$28 610 352,$28 610 352,Initial Coin Offering,$28 610 352,$28 610 352, JaMes Sowers,—,1,—, —,—,—,—,—,—,—,—,—,—,Private,—,—,—,—,—,—,—,—,—,3, — ,—,—,—,—,—,—,—,—,—,43 632,1,12,—,—,—,—,—,—,—,—,—,—,—,—, —,—,—,—,—,—,—,—,—,72 288,—,-0.1,-0.3,0
